node1,node2,distance
Byrd Stadium,Shipley Field,0.14467547437598113
Byrd Stadium,La Plata Hall,0.12746837285589147
Byrd Stadium,The Diner,0.10970873675982883
Byrd Stadium,Ellicott Hall,0.08425154438420981
Byrd Stadium,Hagerstown Hall,0.10660949513018007
Byrd Stadium,Outdoor Aquatic Center,0.14443279966161274
Byrd Stadium,Geary F. Eppley Recreation Center,0.18810549477170777
Byrd Stadium,Health and Human Performance,0.24724527127833643
Byrd Stadium,Cumberland Hall,0.19019773352888372
Byrd Stadium,Chestertown Hall,0.22095279808429583
Byrd Stadium,Bel Air Hall,0.25542484567812435
Byrd Stadium,Cambridge Community Center,0.22305889707024762
Byrd Stadium,Centreville Hall,0.2670919556416676
Byrd Stadium,Cambridge Hall,0.2147512921187318
Byrd Stadium,Computer & Space Sciences,0.22636154485612436
Byrd Stadium,Institute for Physical Science & Technology,0.30146149955551554
Byrd Stadium,Regents Dr. Parking Garage,0.2788525178064366
Byrd Stadium,Chemistry,0.4008380304961267
Byrd Stadium,John S. Toll Physics Building,0.349197013345359
Byrd Stadium,Mathematics,0.39482251272808694
Byrd Stadium,Glenn L. Martin Hall,0.4426251296618602
Byrd Stadium,Engineering,0.44003714828812224
Byrd Stadium,A. V. Williams,0.51349477907408
Byrd Stadium,Chem & Nuclear Engineering,0.39856861538833327
Byrd Stadium,Jeong H. Kim Engineering Building,0.4346190893538747
Byrd Stadium,Energy Research Engineering,0.49775128535197777
Byrd Stadium,Animal Sciences,0.376555862028755
Byrd Stadium,Biomolecular Sciences Building,0.469265304320173
Byrd Stadium,Magnetic Imaging Building,0.46189911732094074
Byrd Stadium,Comcast Center,0.3649755174212058
Byrd Stadium,Terrapin Softball Complex,0.46965008629330285
Byrd Stadium,Recreation Artificial Turf Field,0.44436194457726
Byrd Stadium,Research Greenhouse,0.399411554772117
Byrd Stadium,Chesapeake Building,0.4454789707085126
Byrd Stadium,Computer Science Instructional Center,0.515412461806159
Byrd Stadium,Engineering Annex,0.47861391837656664
Byrd Stadium,Wind Tunnel Building,0.48727906288902
Byrd Stadium,JM Patterson,0.33455762710883646
Byrd Stadium,Animal Sciences,0.3440905255490338
Byrd Stadium,Chemistry,0.33233398610449916
Byrd Stadium,Chemistry,0.341481938532111
Byrd Stadium,Instructional Television Facility (ITV),0.42348456711731436
Byrd Stadium,Satellite Central Utilities Building 4 (SCUB4),0.4241737525916757
Byrd Stadium,Potomac Building,0.41968722724027013
Byrd Stadium,Technology Advancement Program (T.A.P.),0.42494624861155117
Byrd Stadium,Central Animal Resources Facility,0.42662858757153793
Byrd Stadium,Agricultural Engineering,0.4011073291818788
Byrd Stadium,(Bldg # 382),0.41496927345730605
Byrd Stadium,(Bldg # 148),0.391993158089184
Byrd Stadium,(Bldg # 110),0.3413789097798916
Byrd Stadium,(Bldg # 119),0.31577952480966415
Byrd Stadium,(Bldg # 102),0.31929639919711433
Byrd Stadium,(Bldg # 103),0.30303148216753856
Byrd Stadium,(Bldg # 108),0.3134940579633087
Byrd Stadium,(Bldg # 109),0.2851579954302326
Byrd Stadium,Terrapin Trail (Arena) Parking Garage (TTG),0.28905345128495413
Byrd Stadium,(Bldg # 124),0.3136109574958125
Byrd Stadium,Easton Hall,0.19106052421835462
Byrd Stadium,Denton Hall,0.1575339015342271
Byrd Stadium,Elkton Hall,0.1346641895301712
Byrd Stadium,(Bldg # 251),0.159521682066226
Byrd Stadium,Center for Young Children,0.15711611484274035
Byrd Stadium,Stadium Dr. Parking Garage (SDG),0.07901766480178768
Byrd Stadium,(Bldg # 156),0.10194126551562749
Byrd Stadium,Clarice Smith Center for Performing Arts,0.14024348695322963
Byrd Stadium,Samuel Riggs IV Alumni Center (Bldg # 407 ?),0.08299822974184817
Byrd Stadium,(Bldg # 363 - 368),0.06329377257986477
Byrd Stadium,(Bldg # 361),0.030277973117402147
Byrd Stadium,(Bldg # 379),0.0485902898478965
Byrd Stadium,(Bldg # 158),0.09960139819543704
Byrd Stadium,(Bldg # 369),0.06807202762172393
Byrd Stadium,SCUB 3 (Bldg # 392),0.0843323446732269
Byrd Stadium,Union Lane Cashier Attended Area,0.09999619196389178
Byrd Stadium,Cole Student Activities Building,0.10895740848649638
Byrd Stadium,Adele H. Stamp Student Union,0.1575635073340765
Byrd Stadium,Biology Psychology,0.2353370890975303
Byrd Stadium,Biosciences Research Building,0.20697417652811326
Byrd Stadium,(Bldg # 010),0.19735348321496088
Byrd Stadium,(Bldg # 232),0.19474066477741367
Byrd Stadium,Microbiology,0.21719424976819274
Byrd Stadium,Hornbake Library,0.2895938216421879
Byrd Stadium,Geology,0.31863172779193694
Byrd Stadium,Plant Sciences,0.2871494653609073
Byrd Stadium,Center for Superconductivity Research,0.36452151060376736
Byrd Stadium,Chemistry,0.36497897581679606
Byrd Stadium,Symons,0.3486442325251514
Byrd Stadium,(Bldg # 075),0.28853660112742147
Byrd Stadium,(Bldg # 074),0.3025609371826625
Byrd Stadium,HJ Patterson,0.24388337241889368
Byrd Stadium,Jimenez,0.21099435348625944
Byrd Stadium,Health Center,0.18952162554177382
Byrd Stadium,St. Mary,0.17516021781182137
Byrd Stadium,Dorchester Hall,0.17598223286228779
Byrd Stadium,Benjamin,0.16690910292657515
Byrd Stadium,Tawes,0.20449474606288698
Byrd Stadium,Anne Arundel,0.20330773171408675
Byrd Stadium,(Bldg # 146),0.24066248223988604
Byrd Stadium,Kehoe Track at Ludwig Field,0.18112379820772415
Byrd Stadium,(Bldg # 389),0.1786112161035843
Byrd Stadium,(Bldg # 164),0.2498182196323016
Byrd Stadium,PGUC (Bldg # 347),0.36974560633555226
Byrd Stadium,ICC (Bldg # 345),0.3668062738048521
Byrd Stadium,SFSC (Bldg # 346),0.3316356361387163
Byrd Stadium,University of Maryland University College (UMUC),0.3554653150397823
Byrd Stadium,Architecture,0.2742012058295001
Byrd Stadium,(Bldg # 400),0.3091692861494858
Byrd Stadium,(Bldg # 039),0.31913803374619776
Byrd Stadium,Van Munching ?,0.3339135922070717
Byrd Stadium,(Bldg # 054),0.2823547583499716
Byrd Stadium,McKeldin Library,0.2266536998652099
Byrd Stadium,(Bldg # 061),0.24085737744101834
Byrd Stadium,(Bldg # 063),0.2581806829643418
Byrd Stadium,Journalism,0.2710213867036694
Byrd Stadium,(Bldg # 051),0.2838082747915375
Byrd Stadium,Tydings,0.29901366723544787
Byrd Stadium,(Bldg # 040),0.31561883581327904
Byrd Stadium,(Bldg # 048),0.3125588126499223
Byrd Stadium,(Bldg # 043),0.3437650466356434
Byrd Stadium,Skinner,0.36349437715620636
Byrd Stadium,Woods,0.3517332317198058
Byrd Stadium,(Bldg # 037),0.3687716290115241
Byrd Stadium,(Bldg # 038),0.35449072268101045
Byrd Stadium,Marie Mount,0.3983468719157921
Byrd Stadium,Memorial Chapel,0.41627830638016644
Byrd Stadium,College Park LDS Institute of Religion,0.3943274490510006
Byrd Stadium,(Bldg # 065),0.30573517509295645
Byrd Stadium,(Bldg # 069),0.31680842328095
Byrd Stadium,(Bldg # 070),0.32649907724923516
Byrd Stadium,(Bldg # 067),0.3390548337838705
Byrd Stadium,(Bldg # 066),0.3513145348701795
Byrd Stadium,(Bldg # 072),0.3560597575098844
Byrd Stadium,(Bldg # 116),0.36251895867779005
Byrd Stadium,South Campus Dining Hall,0.38269340135290514
Byrd Stadium,(Bldg # 974),0.3724342374572305
Byrd Stadium,(Bldg # 975),0.4032017490636024
Byrd Stadium,Susquehanna Hall,0.4188468398169602
Byrd Stadium,South Campus Commons,0.4355051272716512
Byrd Stadium,(Bldg # 997),0.40627927330962604
Byrd Stadium,(Bldg # 031),0.3950325743662466
Byrd Stadium,(Bldg # 030),0.40328867172313076
Byrd Stadium,(Bldg # 022),0.4181116800032975
Byrd Stadium,(Bldg # 015),0.41806377324826877
Byrd Stadium,(Bldg # 017),0.43643190477409965
Byrd Stadium,(Bldg # 021),0.4438278083119206
Byrd Stadium,(Bldg # 016),0.4482752460373388
Byrd Stadium,(Bldg # 028),0.46537434409645606
Byrd Stadium,(Bldg # 014),0.47422472812067823
Byrd Stadium,(Bldg # 023),0.48641362614289996
Byrd Stadium,(Bldg # 029),0.49523144860673474
Byrd Stadium,SCUB 1 (Bldg # 019),0.502702557365378
Byrd Stadium,(Bldg # 025),0.5214323478741142
Byrd Stadium,Allegany,0.4945781961531627
Byrd Stadium,(Bldg # 999),0.5039996207551235
Byrd Stadium,(Bldg # 998),0.5309254662683762
Byrd Stadium,Annapolis,0.5084986201400837
Byrd Stadium,Montgomery,0.5455058596158912
Byrd Stadium,(Bldg # 401),0.5426767716426281
Byrd Stadium,7-11,0.5887359628467387
Byrd Stadium,College Park Bike Shop,0.5792519240071798
Byrd Stadium,Wawa,0.5917147620732464
Byrd Stadium,CVS,0.6451590162652846
Byrd Stadium,UPS ?,0.5701915853962948
Byrd Stadium,Lee Building,0.42887587273291133
Byrd Stadium,Main Administration,0.39937249977867656
Byrd Stadium,Reckord Armory,0.43363209704844213
Byrd Stadium,Mitchell Building,0.3962708421493508
Byrd Stadium,Rossborough Inn,0.5092261660340073
Byrd Stadium,Visitor Center,0.5065551664256716
Byrd Stadium,(Bldg # 001),0.5904749729072499
Byrd Stadium,Police (Bldg # 003),0.5572349855421492
Byrd Stadium,Ritchie Colliseum,0.5617044139124681
Byrd Stadium,(Bldg # 126),0.560428337160313
Byrd Stadium,(Bldg # 127),0.5819472345363211
Byrd Stadium,(Bldg # 128),0.6055510703625685
Byrd Stadium,(Bldg # 129),0.625763718439002
Byrd Stadium,(Bldg # 130),0.6490848070018107
Byrd Stadium,(Bldg # 131),0.6735499811579461
Byrd Stadium,(Bldg # 132),0.6872287677140206
Byrd Stadium,(Bldg # 133),0.6894323660651783
Byrd Stadium,(Bldg # 134),0.6762739168096076
Byrd Stadium,(Bldg # 135),0.6559511144050513
Byrd Stadium,(Bldg # 136),0.6362969068800374
Byrd Stadium,(Bldg # 137),0.6134619679910525
Byrd Stadium,(Bldg # 138),0.5940799768566564
Byrd Stadium,(Bldg # 139),0.5757200524207885
Byrd Stadium,(Bldg # 007),0.5946864930610142
Byrd Stadium,Pollice Substation,0.6566994124750185
Byrd Stadium,(Bldg # 172),0.6681336915442344
Byrd Stadium,(Bldg # 171),0.6869122652011124
Byrd Stadium,(Bldg # 170),0.7067895128365667
Byrd Stadium,(Bldg # 176),0.7132176171205746
Byrd Stadium,(Bldg # 175),0.7138298076277938
Byrd Stadium,(Bldg # 174),0.6977963524016784
Byrd Stadium,(Bldg # 173),0.6788255616183669
Byrd Stadium,Sororities,0.6924722027847267
Byrd Stadium,Fraternity Fields,0.6065129239238987
Byrd Stadium,New Leonardtown,0.7153260098940802
Shipley Field,La Plata Hall,0.17375202988861835
Shipley Field,The Diner,0.18738460172396493
Shipley Field,Ellicott Hall,0.16737339462904388
Shipley Field,Hagerstown Hall,0.2106899495566349
Shipley Field,Outdoor Aquatic Center,0.2290876244787561
Shipley Field,Geary F. Eppley Recreation Center,0.22016144729723058
Shipley Field,Health and Human Performance,0.2117953001935983
Shipley Field,Cumberland Hall,0.15531961904542288
Shipley Field,Chestertown Hall,0.18308565342302502
Shipley Field,Bel Air Hall,0.19791031583427632
Shipley Field,Cambridge Community Center,0.16297503537263142
Shipley Field,Centreville Hall,0.19018920159556546
Shipley Field,Cambridge Hall,0.14226979506196147
Shipley Field,Computer & Space Sciences,0.12281343709929622
Shipley Field,Institute for Physical Science & Technology,0.18633255236932725
Shipley Field,Regents Dr. Parking Garage,0.1452460151970553
Shipley Field,Chemistry,0.2669505119879208
Shipley Field,John S. Toll Physics Building,0.20735062940408203
Shipley Field,Mathematics,0.25297679950739815
Shipley Field,Glenn L. Martin Hall,0.3040139129355556
Shipley Field,Engineering,0.30408323313130264
Shipley Field,A. V. Williams,0.38715586772958893
Shipley Field,Chem & Nuclear Engineering,0.27314304995830385
Shipley Field,Jeong H. Kim Engineering Building,0.31272675351420626
Shipley Field,Energy Research Engineering,0.38282659264294866
Shipley Field,Animal Sciences,0.2655276483104397
Shipley Field,Biomolecular Sciences Building,0.3647537003613004
Shipley Field,Magnetic Imaging Building,0.3594103405745213
Shipley Field,Comcast Center,0.3248368380333195
Shipley Field,Terrapin Softball Complex,0.41686365272162723
Shipley Field,Recreation Artificial Turf Field,0.3803773921244411
Shipley Field,Research Greenhouse,0.3970094193265199
Shipley Field,Chesapeake Building,0.4388955880453395
Shipley Field,Computer Science Instructional Center,0.3837123631799364
Shipley Field,Engineering Annex,0.35222185068463985
Shipley Field,Wind Tunnel Building,0.3546647278136027
Shipley Field,JM Patterson,0.211319516205016
Shipley Field,Animal Sciences,0.2285876589669454
Shipley Field,Chemistry,0.19732654901393468
Shipley Field,Chemistry,0.21167680773380815
Shipley Field,Instructional Television Facility (ITV),0.2887776357533458
Shipley Field,Satellite Central Utilities Building 4 (SCUB4),0.291429518287463
Shipley Field,Potomac Building,0.2920585571364101
Shipley Field,Technology Advancement Program (T.A.P.),0.3207975695329985
Shipley Field,Central Animal Resources Facility,0.31165929105557894
Shipley Field,Agricultural Engineering,0.2898945933385912
Shipley Field,(Bldg # 382),0.31750157363113274
Shipley Field,(Bldg # 148),0.29680994870572125
Shipley Field,(Bldg # 110),0.24672763770995287
Shipley Field,(Bldg # 119),0.22369302396493282
Shipley Field,(Bldg # 102),0.22050652917298497
Shipley Field,(Bldg # 103),0.207811874514516
Shipley Field,(Bldg # 108),0.21030780390945
Shipley Field,(Bldg # 109),0.18833015995010977
Shipley Field,Terrapin Trail (Arena) Parking Garage (TTG),0.2784943457303937
Shipley Field,(Bldg # 124),0.307782676600048
Shipley Field,Easton Hall,0.3291970290449695
Shipley Field,Denton Hall,0.29903858377693676
Shipley Field,Elkton Hall,0.2680699251653574
Shipley Field,(Bldg # 251),0.29663304089170817
Shipley Field,Center for Young Children,0.27608516355752155
Shipley Field,Stadium Dr. Parking Garage (SDG),0.2198285090931031
Shipley Field,(Bldg # 156),0.2395309710610812
Shipley Field,Clarice Smith Center for Performing Arts,0.2819680609872636
Shipley Field,Samuel Riggs IV Alumni Center (Bldg # 407 ?),0.20044927007425675
Shipley Field,(Bldg # 363 - 368),0.20536645734994635
Shipley Field,(Bldg # 361),0.1579470869171372
Shipley Field,(Bldg # 379),0.09630705167870289
Shipley Field,(Bldg # 158),0.05717233158844854
Shipley Field,(Bldg # 369),0.08485754346937914
Shipley Field,SCUB 3 (Bldg # 392),0.06905066668145374
Shipley Field,Union Lane Cashier Attended Area,0.07236980359009246
Shipley Field,Cole Student Activities Building,0.11733257473804434
Shipley Field,Adele H. Stamp Student Union,0.05363265843484281
Shipley Field,Biology Psychology,0.09197386864499849
Shipley Field,Biosciences Research Building,0.0650577833687697
Shipley Field,(Bldg # 010),0.05279819830467437
Shipley Field,(Bldg # 232),0.0564588624744748
Shipley Field,Microbiology,0.07427503509664633
Shipley Field,Hornbake Library,0.14526801092734862
Shipley Field,Geology,0.17467721962532476
Shipley Field,Plant Sciences,0.14585399366847646
Shipley Field,Center for Superconductivity Research,0.22351106550700378
Shipley Field,Chemistry,0.22850784606646452
Shipley Field,Symons,0.2043518454700786
Shipley Field,(Bldg # 075),0.14574181527088598
Shipley Field,(Bldg # 074),0.16237095833669316
Shipley Field,HJ Patterson,0.11070117712049506
Shipley Field,Jimenez,0.11132082258981969
Shipley Field,Health Center,0.08762862457310192
Shipley Field,St. Mary,0.11286956619428871
Shipley Field,Dorchester Hall,0.1376306821472719
Shipley Field,Benjamin,0.1729953513835647
Shipley Field,Tawes,0.2222196653524342
Shipley Field,Anne Arundel,0.18077693211055038
Shipley Field,(Bldg # 146),0.24097739444251495
Shipley Field,Kehoe Track at Ludwig Field,0.2879412561397645
Shipley Field,(Bldg # 389),0.26565460993679074
Shipley Field,(Bldg # 164),0.3707704699498911
Shipley Field,PGUC (Bldg # 347),0.480634000642001
Shipley Field,ICC (Bldg # 345),0.4658987683671514
Shipley Field,SFSC (Bldg # 346),0.4412655886919789
Shipley Field,University of Maryland University College (UMUC),0.4605218758895247
Shipley Field,Architecture,0.2682528199179248
Shipley Field,(Bldg # 400),0.2981668534286841
Shipley Field,(Bldg # 039),0.29848624657696776
Shipley Field,Van Munching ?,0.30372923025511755
Shipley Field,(Bldg # 054),0.23395242073843858
Shipley Field,McKeldin Library,0.14841255661622346
Shipley Field,(Bldg # 061),0.19420226082226108
Shipley Field,(Bldg # 063),0.1964471776773497
Shipley Field,Journalism,0.18253457185902433
Shipley Field,(Bldg # 051),0.20943549749315638
Shipley Field,Tydings,0.20140731640873402
Shipley Field,(Bldg # 040),0.22473420413229406
Shipley Field,(Bldg # 048),0.19718928350133247
Shipley Field,(Bldg # 043),0.22806670878305196
Shipley Field,Skinner,0.23648377000372706
Shipley Field,Woods,0.22243248927507625
Shipley Field,(Bldg # 037),0.2569659098693436
Shipley Field,(Bldg # 038),0.2573785382179953
Shipley Field,Marie Mount,0.2631704395430277
Shipley Field,Memorial Chapel,0.28667637283642416
Shipley Field,College Park LDS Institute of Religion,0.36729782290253277
Shipley Field,(Bldg # 065),0.24653778315820077
Shipley Field,(Bldg # 069),0.25750158633225895
Shipley Field,(Bldg # 070),0.2716003429699609
Shipley Field,(Bldg # 067),0.26093918088852736
Shipley Field,(Bldg # 066),0.27637615971962376
Shipley Field,(Bldg # 072),0.2854041178091968
Shipley Field,(Bldg # 116),0.2840342657794845
Shipley Field,South Campus Dining Hall,0.2901651481818243
Shipley Field,(Bldg # 974),0.29746265131867167
Shipley Field,(Bldg # 975),0.3296251389891019
Shipley Field,Susquehanna Hall,0.3309079071768137
Shipley Field,South Campus Commons,0.3366688803180347
Shipley Field,(Bldg # 997),0.3039592665545019
Shipley Field,(Bldg # 031),0.2875025257552349
Shipley Field,(Bldg # 030),0.29001069883959896
Shipley Field,(Bldg # 022),0.30119230296327565
Shipley Field,(Bldg # 015),0.3079706450432082
Shipley Field,(Bldg # 017),0.31960724842784477
Shipley Field,(Bldg # 021),0.33046233495366084
Shipley Field,(Bldg # 016),0.34052115065311506
Shipley Field,(Bldg # 028),0.3568949389711761
Shipley Field,(Bldg # 014),0.3529640142337735
Shipley Field,(Bldg # 023),0.3728492301494585
Shipley Field,(Bldg # 029),0.37551094858518785
Shipley Field,SCUB 1 (Bldg # 019),0.3813590822707799
Shipley Field,(Bldg # 025),0.40180659126695417
Shipley Field,Allegany,0.38266705703375986
Shipley Field,(Bldg # 999),0.3937073265970766
Shipley Field,(Bldg # 998),0.41236297410544304
Shipley Field,Annapolis,0.38336743220024405
Shipley Field,Montgomery,0.4178111630211874
Shipley Field,(Bldg # 401),0.4109280361266906
Shipley Field,7-11,0.4601076904895901
Shipley Field,College Park Bike Shop,0.4512870746994637
Shipley Field,Wawa,0.4671628723651403
Shipley Field,CVS,0.5204382541869426
Shipley Field,UPS ?,0.4412899344637454
Shipley Field,Lee Building,0.2877827120879738
Shipley Field,Main Administration,0.25681166195668653
Shipley Field,Reckord Armory,0.2898349788591291
Shipley Field,Mitchell Building,0.2518700375190442
Shipley Field,Rossborough Inn,0.365344885251809
Shipley Field,Visitor Center,0.36188805021710296
Shipley Field,(Bldg # 001),0.44584838158296913
Shipley Field,Police (Bldg # 003),0.41257334171168036
Shipley Field,Ritchie Colliseum,0.41747387102834166
Shipley Field,(Bldg # 126),0.41676277245833865
Shipley Field,(Bldg # 127),0.43799228357821035
Shipley Field,(Bldg # 128),0.4612996649949258
Shipley Field,(Bldg # 129),0.48133507161382016
Shipley Field,(Bldg # 130),0.5045474231762894
Shipley Field,(Bldg # 131),0.5290434589250218
Shipley Field,(Bldg # 132),0.5429086643309804
Shipley Field,(Bldg # 133),0.5455001913814428
Shipley Field,(Bldg # 134),0.5329467352854027
Shipley Field,(Bldg # 135),0.5131268563187261
Shipley Field,(Bldg # 136),0.49399259944228857
Shipley Field,(Bldg # 137),0.4719089087144966
Shipley Field,(Bldg # 138),0.45331712846610644
Shipley Field,(Bldg # 139),0.43604376953430474
Shipley Field,(Bldg # 007),0.45507872589572446
Shipley Field,Pollice Substation,0.5157862232965009
Shipley Field,(Bldg # 172),0.5308341917018451
Shipley Field,(Bldg # 171),0.5488705236877893
Shipley Field,(Bldg # 170),0.5681110580838078
Shipley Field,(Bldg # 176),0.5755656240616408
Shipley Field,(Bldg # 175),0.5774475601549183
Shipley Field,(Bldg # 174),0.5622251452897764
Shipley Field,(Bldg # 173),0.5441484010116305
Shipley Field,Sororities,0.5555831109583547
Shipley Field,Fraternity Fields,0.46336736291249875
Shipley Field,New Leonardtown,0.5707246084589896
La Plata Hall,The Diner,0.03526064556337984
La Plata Hall,Ellicott Hall,0.04747951934619982
La Plata Hall,Hagerstown Hall,0.07129595379466871
La Plata Hall,Outdoor Aquatic Center,0.0627879087948171
La Plata Hall,Geary F. Eppley Recreation Center,0.0610547480042844
La Plata Hall,Health and Human Performance,0.13529240536987278
La Plata Hall,Cumberland Hall,0.0938290245913835
La Plata Hall,Chestertown Hall,0.115970895179357
La Plata Hall,Bel Air Hall,0.155890324696845
La Plata Hall,Cambridge Community Center,0.13374480355891316
La Plata Hall,Centreville Hall,0.1795349835818529
La Plata Hall,Cambridge Hall,0.13855121788183603
La Plata Hall,Computer & Space Sciences,0.17371959479506047
La Plata Hall,Institute for Physical Science & Technology,0.24279017070921818
La Plata Hall,Regents Dr. Parking Garage,0.2488186967123219
La Plata Hall,Chemistry,0.357182972916999
La Plata Hall,John S. Toll Physics Building,0.32905107080264684
La Plata Hall,Mathematics,0.37113634960322106
La Plata Hall,Glenn L. Martin Hall,0.4063576886215998
La Plata Hall,Engineering,0.39781347984885357
La Plata Hall,A. V. Williams,0.45079863011976035
La Plata Hall,Chem & Nuclear Engineering,0.341505550056693
La Plata Hall,Jeong H. Kim Engineering Building,0.3701432744432655
La Plata Hall,Energy Research Engineering,0.42139670935916984
La Plata Hall,Animal Sciences,0.3040510795490076
La Plata Hall,Biomolecular Sciences Building,0.38382738547555495
La Plata Hall,Magnetic Imaging Building,0.3750092890594744
La Plata Hall,Comcast Center,0.24542981097713215
La Plata Hall,Terrapin Softball Complex,0.35155447506010185
La Plata Hall,Recreation Artificial Turf Field,0.33204870659098457
La Plata Hall,Research Greenhouse,0.2719496617859378
La Plata Hall,Chesapeake Building,0.3180408726150841
La Plata Hall,Computer Science Instructional Center,0.46115063115000987
La Plata Hall,Engineering Annex,0.41769014282655675
La Plata Hall,Wind Tunnel Building,0.4359549204437505
La Plata Hall,JM Patterson,0.28096524311431176
La Plata Hall,Animal Sciences,0.27990360068432435
La Plata Hall,Chemistry,0.2972194658893145
La Plata Hall,Chemistry,0.2964229393975171
La Plata Hall,Instructional Television Facility (ITV),0.37978041077377617
La Plata Hall,Satellite Central Utilities Building 4 (SCUB4),0.3767436059218715
La Plata Hall,Potomac Building,0.3642102620042845
La Plata Hall,Technology Advancement Program (T.A.P.),0.3417763642487832
La Plata Hall,Central Animal Resources Facility,0.35438472032218
La Plata Hall,Agricultural Engineering,0.326679798255703
La Plata Hall,(Bldg # 382),0.32652616476461
La Plata Hall,(Bldg # 148),0.3032977277865555
La Plata Hall,(Bldg # 110),0.2569853527618893
La Plata Hall,(Bldg # 119),0.2323945585987673
La Plata Hall,(Bldg # 102),0.24134566340802718
La Plata Hall,(Bldg # 103),0.22426433919359468
La Plata Hall,(Bldg # 108),0.24050620180002646
La Plata Hall,(Bldg # 109),0.21092127032413904
La Plata Hall,Terrapin Trail (Arena) Parking Garage (TTG),0.1637104586087505
La Plata Hall,(Bldg # 124),0.1868863296560165
La Plata Hall,Easton Hall,0.20655585178759772
La Plata Hall,Denton Hall,0.1925419706931362
La Plata Hall,Elkton Hall,0.14716027758177808
La Plata Hall,(Bldg # 251),0.17710192942753367
La Plata Hall,Center for Young Children,0.1302422060325194
La Plata Hall,Stadium Dr. Parking Garage (SDG),0.13604858024022792
La Plata Hall,(Bldg # 156),0.13792408598446312
La Plata Hall,Clarice Smith Center for Performing Arts,0.2288842345598041
La Plata Hall,Samuel Riggs IV Alumni Center (Bldg # 407 ?),0.20739710437974693
La Plata Hall,(Bldg # 363 - 368),0.16876808470808174
La Plata Hall,(Bldg # 361),0.15738924898261622
La Plata Hall,(Bldg # 379),0.13120955883162733
La Plata Hall,(Bldg # 158),0.11973835218010707
La Plata Hall,(Bldg # 369),0.10795631664683271
La Plata Hall,SCUB 3 (Bldg # 392),0.16066911742622067
La Plata Hall,Union Lane Cashier Attended Area,0.18294484195534969
La Plata Hall,Cole Student Activities Building,0.2160619806564406
La Plata Hall,Adele H. Stamp Student Union,0.21751127768278594
La Plata Hall,Biology Psychology,0.23529621662639033
La Plata Hall,Biosciences Research Building,0.20866704586586318
La Plata Hall,(Bldg # 010),0.2161139692828916
La Plata Hall,(Bldg # 232),0.22898458359639165
La Plata Hall,Microbiology,0.24060590236389406
La Plata Hall,Hornbake Library,0.2873548891249636
La Plata Hall,Geology,0.31070471389792387
La Plata Hall,Plant Sciences,0.27205980498393934
La Plata Hall,Center for Superconductivity Research,0.3403384013076145
La Plata Hall,Chemistry,0.32943222443255743
La Plata Hall,Symons,0.35474196293218674
La Plata Hall,(Bldg # 075),0.30641401201418217
La Plata Hall,(Bldg # 074),0.3272273594659309
La Plata Hall,HJ Patterson,0.28315033308750925
La Plata Hall,Jimenez,0.27935011842820406
La Plata Hall,Health Center,0.2548742638904412
La Plata Hall,St. Mary,0.26186562623498927
La Plata Hall,Dorchester Hall,0.27439819070522475
La Plata Hall,Benjamin,0.2818146168180499
La Plata Hall,Tawes,0.32511478993911297
La Plata Hall,Anne Arundel,0.3108539429376473
La Plata Hall,(Bldg # 146),0.3580428446072188
La Plata Hall,Kehoe Track at Ludwig Field,0.3026376176107558
La Plata Hall,(Bldg # 389),0.3051314019477556
La Plata Hall,(Bldg # 164),0.35935903542949565
La Plata Hall,PGUC (Bldg # 347),0.4822584167374887
La Plata Hall,ICC (Bldg # 345),0.48565239148523
La Plata Hall,SFSC (Bldg # 346),0.4459706029237387
La Plata Hall,University of Maryland University College (UMUC),0.4717263871232276
La Plata Hall,Architecture,0.39086997252754807
La Plata Hall,(Bldg # 400),0.42524681209526405
La Plata Hall,(Bldg # 039),0.432265779143042
La Plata Hall,Van Munching ?,0.44390652170299527
La Plata Hall,(Bldg # 054),0.38309550478145843
La Plata Hall,McKeldin Library,0.3092827330411192
La Plata Hall,(Bldg # 061),0.3405670189194941
La Plata Hall,(Bldg # 063),0.3514399394018066
La Plata Hall,Journalism,0.34938503907891527
La Plata Hall,(Bldg # 051),0.3712126901272632
La Plata Hall,Tydings,0.3718385591725498
La Plata Hall,(Bldg # 040),0.39353250095160597
La Plata Hall,(Bldg # 048),0.3708654281708897
La Plata Hall,(Bldg # 043),0.4018123340997901
La Plata Hall,Skinner,0.40872359608326264
La Plata Hall,Woods,0.3940455116563927
La Plata Hall,(Bldg # 037),0.4306060067605393
La Plata Hall,(Bldg # 038),0.4285454638803747
La Plata Hall,Marie Mount,0.4304594956794761
La Plata Hall,Memorial Chapel,0.45726872993378576
La Plata Hall,College Park LDS Institute of Religion,0.5067060170143436
La Plata Hall,(Bldg # 065),0.4020409990398845
La Plata Hall,(Bldg # 069),0.4133795852138579
La Plata Hall,(Bldg # 070),0.42552876865963785
La Plata Hall,(Bldg # 067),0.4257095829488586
La Plata Hall,(Bldg # 066),0.4401284394990048
La Plata Hall,(Bldg # 072),0.44745826589819865
La Plata Hall,(Bldg # 116),0.44939592573367826
La Plata Hall,South Campus Dining Hall,0.4604754879476869
La Plata Hall,(Bldg # 974),0.4616174557083158
La Plata Hall,(Bldg # 975),0.4937015946128925
La Plata Hall,Susquehanna Hall,0.5002908508741111
La Plata Hall,South Campus Commons,0.5089227794367289
La Plata Hall,(Bldg # 997),0.47666553812565
